cps21_ResponseId,cps21_imp_iss,Q_Language
R_WkcXlgRCiVIoITf,Nursing bill 124,EN
R_WkvVwQqLuLriZy1,Immigration,EN
R_Wl25lPBZG0EdjW1,Climate change,EN
R_WlA6X5nDBnDabpT,la qualité de l'air,FR-CA
R_WlBItGpYcq1FOxz,ENVIRONNEMENT,FR-CA
R_WlEGCjhn15S4GGZ,GETTING THROUGH THIS PANDEMIC,EN
R_WlJZKMwebjq4XaV,Economy,EN
R_WlfNOcT7KLFQhFL,Covid-19,EN
R_WoHrdvuBDqx2Bwt,COVID 19,EN
R_WogQ7lnw9fYNx5v,"Making the distribution of wealth more equal and fair, and making the purchasing of homes affordable",EN
R_WolzYew8E1PkvTP,l'environnement,FR-CA
R_Wp1v2b6CfWUKquR,Climate change and Covid-19,EN
R_WpWxxIoPtelfCJr,economy,EN
R_WqBnYvQrgzn0J8Z,Sortir Justin Trudeau de son poste de Premier ministre avant qu’il ne mette le pays en faillite,FR-CA
R_WqTxRmW2jXHgoqR,Moey for those on wsib,EN
R_WqVViHdbrfYcSsh,Affordable housing,EN
R_WqVXuDCxTzaw0ZH,Finances,EN
R_WqtYGk4XlSLNPhv,Santé,FR-CA
R_WqzTAjQtEoggR2x,Climate change,EN
R_Wr2mZTCyBAGABaN,"Climate change, Covid 19,",EN
R_WrCURTxTE0ENQlj,The economy,EN
R_WrEoYwGzhql8BSV,Inflation,EN
R_WrJSico3utzNN6N,Covid,EN
R_WrPsvmf5Ff9pemZ,L’équilibre budgétaire.,FR-CA
R_Wrfrb1qi6m19XB7,Morality,EN
R_WrkEFAEoFCWShbj,Debt reduction,EN
R_WuFclGKJ8q1twY1,indigenous redress,EN
R_WuGRb2LL5MOqchj,Taxes,EN
R_WuJSlG4WgVguARr,The economy,EN
R_WuOnEtZlenL56H7,Income of senior citizens.,EN
R_WummeJyg4d9erzb,Quality jobs,EN
R_WuoiU9tJww0Xwdz,climate change,EN
R_Wup5oSQXq4EJHln,Covid-19,FR-CA
R_WuuaCwei1knA0P7,"Common ground where all Canadians can join together to sustain a great culture, lifestyle and society",EN
R_Wv7zFBIQXsQAHyF,Affordable housing,EN
R_Wv8zb5CzuTEyLtv,The need for an election and government ethics,EN
R_WvBAKbEdoEvrhU5,Changement climatique,FR-CA
R_WvMCHMn4JMhYfAd,Our debt as a country and spending that is out of control.,EN
R_WvNt7BWvoQxuioV,The Economy,EN
R_WvxrUWBJQHkzgNb,No election,EN
R_WwAr2a6L1xYdBIZ,The environment.,EN
R_WwHbq7uFOwEJmkF,Coronavirus,EN
R_WwUTO4xDBDjTGa5,My freedom,EN
R_WwXsjoXhsR82f3H,environnement,FR-CA
R_WwZbjiqfU2IrQel,HEALTHCARE FUNDING,EN
R_WwiiAqN32DEfIiZ,health care for all -   non privatized,EN
R_WwkYwn6AVanuCdP,Économie,FR-CA
R_Wwx5UUy9ZWvh0Dn,Santé publique,FR-CA
R_Wx6azwpfQEJZ3B7,poverty,EN
R_Wx7BsR6EjANYxXP,Economy and Covid,EN
R_WxGoxvVxDNFGrzH,not electing the conservative,EN
R_WxMZevvGsdESznz,Government Debt,EN
R_WxhFklm7iOahRnP,Climate,EN
R_WxjDnriyWB5FuFz,Economy,EN
R_Wxp6XJfuzEoGIbD,honesty and transparency,EN
R_XAjpse3JmgswJJn,COVID-19 & HOW THE HEALTHCARE SYSTEM WHAT SHUT DOWN/MISHANDLED,EN
R_XAlCkSCM1Hn7c0F,Les services offerts aux familles,FR-CA
R_XAmmwTII9Mq3B4t,Environment,EN
R_XAt2cCCtVAXgXkZ,CO-VID,EN
R_XAttke3BiQY1BYt,to be represented by an honest politician who has the best interests of Canadians as a primary goal,EN
R_XBREm44n7w7WPbr,Not sure,EN
R_XBo8UT4GKMKlNgl,COVID-19 and recovery from or living with it,EN
R_XBykTf8Ar57iy3L,COVID,EN
R_XCgbVWKQCLEznNL,Out of control nation federal spending with no accountability,EN
R_XEOy4xNwCfFVSG5,The environment,EN
R_XERVbGr3P03RkdP,L'environnement,FR-CA
R_XERzXNbmZ1YdeEh,Gestion de la crise sanitaire,FR-CA
R_XEU6PqScgsaH0aZ,Healthcare,EN
R_XEWe1QRF3T459bH,Healthcare,EN
R_XFJyfgmwm4uw9Pj,Covid mitigation,EN
R_XFK6gSvbtQnOj8l,l'économie,FR-CA
R_XFZPfmt1TLPdoAN,Senior care,EN
R_XFd3ghCqkO8sFH3,Corruption of leaders and not representing the publics best interests,EN
R_XFd94O2v1wf3q1P,Economy,EN
R_XFg9xqnurQm4bAd,la santé,FR-CA
R_XFhJMdBIPa5HoHL,Covid 19,EN
R_XFhqU6a7J2l5mLf,Ne sais pas,FR-CA
R_XGHZrPpZzPYw3jH,Climate change,EN
R_XGQ3WwlUrBAjx8R,Healthcare,EN
R_XGRAOMCD9SCgC41,le climat,FR-CA
R_XGRMbHYoXeO0mch,"Les mesures sanitaire ,la corruption ,les dépenses",FR-CA
R_XGRRD4dS4yyXBMR,L'économie,FR-CA
R_XGSXXASdEna9sRP,Education,EN
R_XGmQjXXZx9QK9IR,Less government,EN
R_XH555TWFCY0tx1n,Student Funding,EN
R_XHEg46EvGZaurAZ,health care,EN
R_XHO5icPHkGFNFHr,Covid 19,EN
R_XHODnJyHwMOENCp,housing affordability,EN
R_XHSZa4UuA47inId,Poverty,EN
R_XHcDxXWJKEEjGEN,Taxes,EN
R_XHdEPX6W1pYbuil,Place du Québec dans le Canada,FR-CA
R_XIi4oRNlaXA1v4B,climate control,EN
R_XIiZK4k2q49RDJ7,getting over the pandemic as quickly as possible,EN
R_XKSBdAbBPwN6Yi5,la reprise economique,FR-CA
R_XKSq6HL0fmS4JXP,vaccine mandate,EN
R_XKUwngZ5bABY74J,Gestion de la pandemie,FR-CA
R_XKX052wTsObcOcN,Nothing,EN
R_XKX56SRDFlRF0lP,L'environnement,FR-CA
R_XKZ1VsIgZ2kgMJb,covid 19,EN
R_XLGbHfTM83i4Xol,L’economie,FR-CA
R_XLNMQd06OOQsimR,Soins de santé,FR-CA
R_XLXLot9OLgomx5D,Losing our freedoms,EN
R_XLdcvTMCILuh3Vv,pandemic response,EN
R_XLlCc92bXfkeLLz,Debt control,EN
R_XLnx60rRGERG1Xz,Who is going to win,EN
R_XLparYmkBE1kGS5,Economic bounce back after COVID,EN
R_XM8zyvA6DJRf4Pf,La gestion de la pandemie,FR-CA
R_XMNKBrvQXEgW2el,Budget deficit,EN
R_XMS3sqnrLP8VM8F,climate change,EN
R_XMWphQf9H17TkpX,L environnement,FR-CA
R_XMn2nvZZYjbgHyV,La Covid 19,FR-CA
R_XMniyKSZMmXqMRX,améliorer la qualité de vie des canadiens,FR-CA
R_XN9BF3ATnHjGZrP,"COST OF LIVING ""RENTING""",EN
R_XNF5bmgCmIXgT5L,Climate change,EN
R_XNFMgqhSYVsKGQ1,Covid-19,EN
R_XNFqwgxCej1NJcJ,Ending all covid mandates,EN
R_XNWDsMO0fYFcwqR,Inflation/wages healthcare,EN
R_XNbObHKNRxEnwLD,environnement,FR-CA
R_XNdvyPFtrKL4b85,"covid, housing",EN
R_XNv0XGlvmUX7RcZ,Affordable housing AND tax rates,EN
R_XNvdr5owqUXv4pr,Healthcare,EN
R_XNx02m6aWRrToSB,Pandemic,EN
R_XNybFBck9SkeF69,"healthcare, affordable healthcare, affordable housing",EN
R_XOfFgLSswOkzzB7,Climate Chage,EN
R_XOlwotnVJZU4pPP,Healthcare,EN
R_XQWPlh9xt2M0q2d,Increased wages,EN
R_XR42No1nwhcrdgl,respecter le Québec et la langue française,FR-CA
R_XR4iWVuIrN9BrRD,L'économie,FR-CA
R_XR5XMDbSIjRKMxP,Covid,FR-CA
R_XRFTqDiW0lTYJ7r,"No industry in Canada, therefore no jobs... why do you bring people here to suffer?",EN
R_XRKGACvkmgrX5Jv,People's rights have been violated.  We are guaranteed our rights but yet we are not shown that.,EN
R_XRfPswuq7If6fG9,debt,EN
R_XRizcmeDm9vf3Bn,Economics,EN
R_XRk2laSJln3Kpmp,So many things are,EN
R_XS3o3qZLIrxdo5j,Vaccine Passports,EN
R_XS4RRQ1X9cBU0aR,housing crisis,EN
R_XSOvMFM46dujRTz,Empêcher un gouvernement conservateur majoritaire,FR-CA
R_XST79mQYDDpQcPn,Climate Change,EN
R_XScc41KzJH8772N,"the government needs to assess how much money a person needs to live on. The money i was receiving from the Government once a month was cut down to $868.00 i am just about homeless because of this, I need the Government to take a look at how much it costs to live in our Country so the Government can give the amount to the people who are depending on the money i receive because i am not able to work",EN
R_XSv8VvpZxi1cCrv,Affordable housing,EN
R_XSyCZTK36OGIdSF,Activists are now terrorists,EN
R_XSzDWq3NWrXVAOZ,L’économie,FR-CA
R_XTZsvzVgJxFbZFT,Inflation,EN
R_XTzCSHJyC1zfp85,Energy,EN
R_XTzhZeGAthQNY2J,Health care,EN
R_XU3UodI90f3Yeu5,Jobs/Economy,EN
R_XU6QTh4ac769iJb,health care,EN
R_XUu6yY369lC77vb,education,EN
R_XX1boXt7RFlbcnn,national debt,EN
R_XX4cdOTodpcyNsl,Climate change,EN
R_XXKbdHpwPbXqdB7,HONESTY,EN
R_XXKc2fOZf8dgiiZ,CHILDREN AND SENIORS - STOP MAKE THE RICH RICHER,EN
R_XXOyK8ZpNdCvPxv,The way they spent taxpayers money,EN
R_XXSQAyNkxJbZlzX,Getting covid under control and the economic recovery from it,EN
R_XXoLDGfQG4BbRnj,political correctness,EN
R_XXrGRB9hyb0sqhH,"Sortir de la pandémie, l!envronnement",FR-CA
R_XXwaM4ybvQvrS37,climate change,EN
R_XY56Xq02JEEbJuh,Not sure,EN
R_XYOAHOyxjtxVV6N,Seniors,EN
R_XYZ2j91JRCs41Et,cost of living,EN
R_XYauTukL4R9kPZf,Que ce soit un gouvernement majoritaire,FR-CA
R_XYgIn8w1wt7jEWd,federal support benefits for married people with disabilities so they are not dependant on their spouse for all their needs,EN
R_XZGbFEuQWOFWd57,Election Reform,EN
R_XZWB8g1FnEiEWuB,Santé,FR-CA
R_XZdct1wEDOfNlOp,freedom of rights,EN
R_XZeJUCoZG0Gc0lr,COVID,EN
R_XZfVbpK4qaALFIt,Childcare,EN
R_XZj2JEkFLt3vJg5,je ne sais pas,FR-CA
R_XgGplNdqUiHb2hP,Environnement,FR-CA
R_XhKPGnDDh4hRKBr,Économie,FR-CA
R_XhM3otAJq0DJAR3,Pandemic response and inflation,EN
R_XhNcFBNK9SM69wZ,Fairness,EN
R_XhqhCR6QSCNnV61,l'indépendance du Québec,FR-CA
R_XhuLqeOblFV9llv,finance publique,FR-CA
R_XhxkfQjx6B75A0V,Healthcare,EN
R_XhzX4vyBgfPnOmZ,Health care,EN
R_XiBhjX9jaaCLJcJ,Getting Trudeau out. Balancing budget,EN
R_XiIeusUHm3KGRPj,Aucun,FR-CA
R_XijxFt5jxdbj3ln,Accountability,EN
R_XiwNOsZhETuQEJb,Health care,EN
R_XixZStYUv45oJJ7,je ne sais pas,FR-CA
R_Xizv4ExkXvTWXx7,La dette cummulée,FR-CA
R_Xj043DEWRhUHRhT,deficit,EN
R_XjGka9UhCv2WSSl,"affordability of accommodation, food and healthcare",EN
R_XjJSZFZPUvqORVv,PANDÉMIE,FR-CA
R_XjKS5zHOP8UsKqd,Having a competent government,EN
R_XjOhoZiotsha1Vv,Covid,EN
R_XjQnIW7HszEamQN, ECONOMY,EN
R_XjgjEfRF1K1Sb3H,Sortir Trudeau,FR-CA
R_Xk0HzVUxY408wKd,le contrôle des armes à feux,FR-CA
R_Xk1lj5MaTL81orL,Economy,EN
R_Xk2al01sOVsPJWF,To get the party Canadians actually vote in,EN
R_XkcwhmpxErWJTlD,"Climate chane, keeping promises, and integrity",EN
R_XmOU6XMQCgsPXR7,Climate change,EN
R_XmRVusce000OQSt,Housing,EN
R_Xn7Rjlo41rkYWyd,ÉCONOMIE,FR-CA
R_XnN4H1qPk0Xto7n,Economy,EN
R_XnQAuqvWz0OQsIp,égalité sociale,FR-CA
R_XnQohYYMHANjcTT,Climate change,EN
R_XnW9lJaFXpEuciR,Déficit,FR-CA
R_XnYKhPhMlunyUff,Climate change,EN
R_XnrD3ihaTDX8PCx,Environment,EN
R_Xo0m0DffRr0CxMt,Accueil de plus de réfugiés,FR-CA
R_XoBeMbhusbTA6Tn,La covit,FR-CA
R_XoKPmCJHri683WV,Debt,EN
R_XoaYecgavcWeYxj,Le système de santé,FR-CA
R_XodgCKbOINREoFP,Economy,EN
R_Xp5wWi9z4WX62aZ,l economie,FR-CA
R_Xp8P76Kj4o6oPLz,Covid 19,EN
R_XpLMjyKbUoMCUdr,Healthcare,EN
R_XpS0h030ZlinmgN,Health care,EN
R_XpoCsd0i7CCoLW9,"lack of accountability,unfair treatment to western canada",EN
R_Xq4Yfvym70M1LRD,No Interest,EN
R_XsQGVK4ZToLIUQF,Healthcare,EN
R_XsViGeNbMJTKQA9,Budget for childcare,EN
R_Xt7EnzcxodeGGT7,Environment,EN
R_XtWWwvQGzgfRhWp,Health care,EN
R_Xtdvzb7TzSz0Cd3,To vote in the Conservatives,EN
R_XtwU26rs1WT9NLz,fair,EN
R_XuCeFdVT7MWfJhT,L'économie,FR-CA
R_XuDAJEzjMrGSlJD,Covid-19,EN
R_XuFAHgpcYpSKUw1,Economy,EN
R_Xv9CUcLFCoYGzip,Homelessness,EN
R_Xv9NxPmKLL0Jqzn,"The Covid recovery plan,",EN
R_XvKxOhFzl9k5l9T,Pandemic control,EN
R_XvUMHrqMpHyIieB,Plaire à M. Trudeau,FR-CA
R_Xvbwm6HSOjgXp7j,taxes,EN
R_XvnoAGw1aUDujf3,Poverty low income,EN
R_Xvq4tZBC2wqaOk1,Health and civil conflicts,EN
R_XvxFYNmegpdrZjb,Climate,EN
R_XyKbdrdOgkDBOAF,Childcare,EN
R_XyNJQvqa92pBOOB,Covid,EN
R_Xz9guAdhXK51gGZ,Fined someone who is honest. To represent the people of Canada,EN
R_XzDUQTZ2Fei3u1P,Economy,EN
R_XzFJiH2OL7sCtLH,Le supplément de revenu garanti,FR-CA
R_XzH0nfyETIDlBbH,"Electing a progressive government that will move us forward to deal with climate change, income disparity, and ensuring all citizens receive timely and immediate health care-  especially Our Indigenous population.",EN
R_XzSvSScxLLpzNAt,human rights,EN
R_XzSxHfVHnlOdFD3,Climate change,EN
R_XzX5f51MxbcNkt3,la santé,FR-CA
R_XzaDSNGdvUXDF8B,environnement,FR-CA
R_XzliHZED75qseAx,Stopping the hemmohaging growth of the National Debt,EN
R_Y02O8Z27U0XdMop,To get rid of a lying and scandalous PM,EN
R_Y0ln7pwnGrlpcFH,Environment or climate change,EN
R_Y0pzNkO4EKJAb1n,La santé,FR-CA
R_Y0xwpaudjTjWI01,Economy,EN
R_Y2XKRN1YDSVmgX7,Get rid of catch and release,EN
R_Y3oclVDqt9WeNyx,recovery from Covid 19,EN
R_Y3qWQrbDWMMu2ul,Covid,EN
R_Y3r1uJ0PmxLEiDD,Housing,EN
R_Y3vukGnyI4ItkEp,INDIGENOUS MATTERS,EN
R_Y47FO5acM8qOSmR,get rid of trudeau,EN
R_Y4GpmQLXYIEn1aV,Health,EN
R_Y4TKCZ1SLg41o8F,Health care,EN
R_Y4WDkRqBSZdeyK5,getting rid of trudeau,EN
R_Y4ZDTTClmbITMcx,L'économie,FR-CA
R_Y4b1ty8xnK68l21,To get Trudeau OUT,EN
R_Y4uZgmS2QWHyfMR,Economy,EN
R_Y5FY3esPOd3bPe9,Pandemic and housing,EN
R_Y5NH4fopQ9suEaR,economy to get back to a satisfactory level even if not same or better than pre-COVID,EN
R_Y5OEVtNx9nOKevD,economy,EN
R_Y5npsFBy49x6Ctj,getting rid of that Globalist buffoon Trudeau,EN
R_Y5oAxtKnb30CQc9,Vaccine mandates against my will,EN
R_Y61dP9w4TXK2O65,taxes,EN
R_Y6bc5HxtytOevg5,Electing a government that isn't conservative,EN
R_Y6mXT5IBk4iLdeN,Environnement,FR-CA
R_Y6qYPyE8DFqIw8x,The economy,EN
R_Y988UUv16JRLRGV,La santé,FR-CA
R_Y9AVZTmW7xuY8rD,La dette,FR-CA
R_Y9LEssePisYqWpb,Formation de main-d'œuvre,FR-CA
R_Y9RBpVa47AfiwSZ,Economic recovery after the pandemic,EN
R_Y9sO0BAUjBSuHtL,Health,EN
R_Y9ub0hydKA7T2BX,Getting rid of Trudeau!,EN
R_YPPxVet3nRRutkB,Election should be good,EN
R_YPRj1qqF84RoLxD,Le secteur de la santé,FR-CA
R_YPT9cnHL5r4z67v,L'économie,FR-CA
R_YPoeoas08FMQzvz,No vaccine mandates,EN
R_YPp9pTJt96kKYrD,English language rights in Quebec,EN
R_YPvao2Wfa7pqtl7,pandemic,EN
R_YQE4d7B2zHpeDm1,Accountability,EN
R_YQY7jTVe4Fzi3st,"Economy, Jobs",EN
R_YQem6HZsFxqFAyJ,Housing Affordability,EN
R_YQgFzrQ8FKS7PJn,Making sure the most vulnerable people are taken care of,EN
R_YQzdQ1IYxebarSh,La langue française,FR-CA
R_YRGuJ6Ede3TQoj7,cost of living is a major concern,EN
R_YRKt3HaEEp1Buhj,Finances,EN
R_YRfBa1kRzT4f0Cl,"Giving health care workers a raise. We are called hero's, treated like zeros",EN
R_YRhd9xqEE1yETIJ,Économie,FR-CA
R_YRogqabeeaqSfoR,The most important issue is that people will respect the democratic process and begin to respect our choices.,EN
R_YSPTh18OTEizPbP,Standard of living,EN
R_YSPtHTSJA1Rrz0d,covid pandemic,EN
R_YSVVZZFVnqCMh9v,Affordable housing,EN
R_YSVWfDuNWBBr3ax,Hoping their projects will materialize or fulfilled,EN
R_YSuSlSqbtB8GvDP,Stabilize prices especially has so that the average person can feed their family and keep a roof over their head and quit over taxing citizens,EN
R_YVRx8W2O59a6X85,Let's take care of Seniors,EN
R_YVu8LrGzk6b8Tqp,COVID,EN
R_YW7Eky9p2wnhttf,Environnement,FR-CA
R_YWvHO0PGtmXFjWN,Disability benefits,EN
R_YWwxuFDZ7w6PaCd,"Le budget, il a dépensé l’argent sans compter c’est inacceptable",FR-CA
R_YX15ZXTeggn2Z0t,Governance without corruption,EN
R_YX2yXuMY1qluyeB,Covid policies,EN
R_YXHI5BHDSxO6r97,covid,EN
R_YXIEa0ecFyc5YAN,Recovery,EN
R_YXgzaJ3rMkpQQnv,Getting Liberal party out and freedom,EN
R_YY38krwgPYmeZlT,Covid,EN
R_YY4H3vRsYxye4wh,Santé,FR-CA
R_YY4T5wOEdyaRIw9,COVID 19 management,EN
R_YYMSmfn3OYIxv33,Taxes,EN
R_YYamIR6ZYrsNv6F,Economy and jobs,EN
R_YYd6DsVxYkUXkel,economy,EN
R_YaB9kM0bBc38cRX,L'economie,FR-CA
R_YaGnMXuj02rglzP,government spending,EN
R_YavWpvDRbE97Cdr,Environnement,FR-CA
R_Yb2NJKwyNGMccaR,La situation Covid et sa gestion pan canadienne,FR-CA
R_YbG7TkOr3Z140EN,Affordable housing,EN
R_YbGtVga8QIPprtn,COVID care,EN
R_YbKV4Nb6DTrrc2d,Help for Seniors,EN
R_Yc2fMg740smhj3j,L economie du pays,FR-CA
R_Yc5j62i05LBl9pT,Wages,EN
R_Yc86nQt6l7mCAX7,Getting rid of Mr. Trudeau,EN
R_YcA6S3GerPuZqQp,Election system is not fair in terms of representation,EN
R_Ycba4OZsLUTRUFr,no good candidate,EN
R_YcbdBfpZpo4yPQt,affordable housing,EN
R_YcxQ0K8ss67Yu8V,Cost of living,EN
R_YczQmyXIYtQAVRT,How covid will be handled with internation travel opening,EN
R_Z1qJ7BiXqdyrQkx,Cost of living,EN
R_Z1uZTj9Xw948vU5,fairness across all income groups,EN
R_Z2BDv1UHBs3LR6N,deficit & debt,EN
R_Z2BSTsVLlBejCTv,Ne pas empiéter sur les juridictions provinciales,FR-CA
R_Z2J6inAxvFpoa1r,Aucun,FR-CA
R_Z2ZiS7MPbZf4nUl,renforcer  le pouvoir,FR-CA
R_Z2bIZ9v6wqZ88kF,Education,EN
R_Z2ijKr8kNXWNrxf,Gestion de la crise économique - reprise - relance économique,FR-CA
R_Z2kj6XcQVXxlWSJ,L’économie et la dette,FR-CA
R_Z2koMOyZGyD8zVD,To give indigenous people their due,EN
R_Z2yLFJeQzGUB81X,Freedom of speech,EN
R_Z3SPWNs0cLEgOv7,Les dépenses trop élevées,FR-CA
R_Z3kTjBRlfwfoOxX,financial responsibilty in goverment,EN
R_Z3sibMfP1SARkPL,Soin de Santé,FR-CA
R_Z4ALjOj3fQWEcWl,Heath care,EN
R_Z4QuS7oSJYN52A9,Affordable housing,EN
R_Z4V4LZYHXqH8yXL,Protecting our society as the pandemic moves through the country,EN
R_Z4ZwIcr2xaYSukh,Climate change,EN
R_Z4z76RkMIjoVo77,economy,EN
R_Z7trbyRGJlzmbWp,L’économie,FR-CA
R_Z7uBTHGjfHNYDMB,Reprise en main de la maniere quest géré la pandémie,FR-CA
R_Z7vbvj6tnlGWza9,Le pouvoir,FR-CA
R_Z7wwgYMJTUttL6p,No mandatory vaccine passports,EN
R_Z8Gk20RaB8P5KXD,Sortir trudeau,FR-CA
R_Z8H0ySDWrwS1B3b,None,EN
R_Z8IzkU7l4ExA4F3,Environmental issues / global warming,EN
R_Z8YTPMxPmrsx7kB,"Healthcare, Climate change, gas,hydro,housing costs there are far too many. Covid",EN
R_Z8cHJqUmMjINR3b,Treating of first.nations,EN
R_Z8hdfr7rkSJDP5n,poverty/low income,EN
R_Z96B3byrK4D3OMN,Climate change,EN
R_Z9QNKcQMCFy5gVb,indigenous rights,EN
R_Z9VlRPsLZF3ucTf,Le déficit et les finances publiques,FR-CA
R_Z9aeULW7YLNZl9D,Covid-19 recovery,EN
R_Z9tyIfBUTaCgHi9,La santé,FR-CA
R_ZBGCOmHer5s1Wnv,The economy,EN
R_ZBMFnoUSVd8gF8Z,Gestion de la covid,FR-CA
R_ZBPL9DxJfsEL0jf,Environment / Climate Change,EN
R_ZC3RnRswgWXXpXH,Basic Income,EN
R_ZC5ldG1FiyTLp1n,Housinf,EN
R_ZC7xM2uOe81XMwV,Indigenous issues,EN
R_ZCOG0lCgXMNvp0R,Improved health care-- universal pharmacare and dental care,EN
R_ZCbsqvlH0rSqp5D,See my community grow,EN
R_ZCrJK4I7t8XkbyV,"Pandémie, armes à feu,",FR-CA
R_ZCuej3o2COBnSEh,Education,EN
R_ZD0wQTX6vwYExfb,Education,EN
R_ZDBavbAOV6oHgeB,Économie,FR-CA
R_ZDHwedXqhdUcTwl,Mental health and housing,EN
R_ZDYAoYOZoPWQOv7,Rights,EN
R_ZDYSgJQKTjc9GZH,how to repay the money that we spent during COVID,EN
R_ZDgNLN8HQ89CAkF,Healthcare and human rights,EN
R_ZDlz6EnRlMcxwPv,CHANGE !,EN
R_ZDoDu9HKvpB4gGR,Healthcare,EN
R_ZE1lt9SquspgIrD,"Integrity, especially of elected representatives",EN
R_ZE3bWEvlyiG6DHX,EMPLOYMENT,EN
R_ZE7Q0noGxV9Y4HD,Budget,EN
R_ZEGrVq8Zi1D7JYt,Getting rid of the Liberals,EN
R_ZEQLLICSMrVLLsR,job security,EN
R_ZERi2WqU38QpNPr,RESPECT DES COMPÉTENCES PROVINCIALES,FR-CA
R_ZF3UZcHzB3L3vMt,Le climat,FR-CA
R_ZF4odvEylRdZgUp,SENIOR HEALTH AND CARE,EN
R_ZHNNudlQ8Pzgurv,honesty,EN
R_ZI5Ldr30JbnRCKd,health care,EN
R_ZIF2BTrCUNc6Be9,Environnement,FR-CA
R_ZIQKsQxpLsQ0HUR,l'environement,FR-CA
R_ZIS94Gndokhph3H,Covid,EN
R_ZISaRI3OdXI6CXv,L'état du Québec,FR-CA
R_ZIiCR5qcrEOW69r,Debt,EN
R_ZIiPLZJDWcknNnj,Housing,EN
R_ZIwZm5SfxKYUQnf,The balloning national debt,EN
R_ZJB9jkYRr4Yk95T,economy,EN
R_ZJJWSyk1YlvuZQ5,Economy,EN
R_ZJdLthomQQCxZnj,Seniors pay,EN
R_ZJgyGRp1oKnFF7P,Housing,EN
R_ZJjcrdu6GV6nhcZ,"Environment, climate change",EN
R_ZJmk3D5gMgwhYRP,"Appointing someone who is reponsible to, and reports to the electors.",EN
R_ZK4leO5uU5J4uZz,immigration,EN
R_ZK8J9mYY9GFIIr7,Seniors,EN
R_ZKSDNtTEEwh6xoZ,"recovery, both financial and social",EN
R_ZKU1UdwyXGA3dYd,Environment,EN
R_ZL9tqeeRJ2gpeet,La repartition de la richesse,FR-CA
R_ZLadXx3lTrY2JSp,TAXES,EN
R_ZLcZxq8iA07e4Tf,Women’s Rights,EN
R_ZLgO1dVIMyYKoFj,senior health care,EN
R_Za5mdHZtuA76Oc1,Taxes,EN
R_ZaRJzl4Do2AVa6t,economy,EN
R_ZaTimdAWWRwbLpv,Écologie,FR-CA
R_ZaWpXlteB8xgHgl,That we are free of an Unethical Prime Minister,EN
R_ZaWze8uWmM6WHzX,COVID response,EN
R_ZaY8kxcTf658cUx,La covid,FR-CA
R_ZaZxQnX2p2EmWYN,Santé,FR-CA
R_ZdYYv0r9Jo4QCLn,Healthcare,EN
R_ZdvBtrFBGlhsAGB,CCB and support for the Middle Class,EN
R_ZdxCaYE6x5Pz92p,Housing,EN
R_ZeEAWFdcDXzy7wl,MANDATORY VACCINE AND PASSPORT,EN
R_ZePE901fJlOzb4B,The gab between the classes.,EN
R_ZfMPwwJQhsTUEmd,health care,EN
R_ZfOdfQIZHgZ0WqJ,Housing & Job security,EN
R_ZfX56eX4SKb2Slz,high taxes,EN
R_ZfbYTgBE7u0oAj7,economy,EN
R_Zfsn4t4os0Em8al,The corruption in the Trudeau Liberal government in Ottawa- disgraceful!!,EN
R_ZgUKC4zGpc8ebD3,Electoral reform,EN
R_ZgUUbzPNcdgRG2l,Health care,EN
R_ZgcynGMryKQVYjL,fair,EN
R_ZgkjxRcjqQE0yop,Changes to the overarching health act.,EN
R_ZglQVLQQqH9uOVr,Covid-19 Recovery,EN
R_ZjIW8588FwSfoc1,Debt and budget,EN
R_ZjJojh15wSa37t7,COVID,EN
R_ZkFWrrcH77vdbP3,Economy,EN
R_Zl4lH34ylXKGozD,Employment,EN
R_Zl6YNVAbBENWi4N,Health care,EN
R_ZlTYeUOYu0rnOKd,système de santé,FR-CA
R_ZlU1I2DXf91p4B3,I find political parties focus on telling us what the other one did wrong rather than focusing on what they are planning to do.,EN
R_ZlYplR3lNl6BJ5L,la relance économique,FR-CA
R_Zlv2uQDuq3jkwOB,$,EN
R_ZlzgXhjNyaChzlT,Economy,EN
R_ZlznY286lurH5iF,"Wishing you could pick your leader of the party, rather than a vote for that party.  I.E. if I like my local party rep. But not the leader of that party",EN
R_ZmBLSf5ZUxgZ23T,Santé,FR-CA
R_ZmH3Pqz8UtuNwGd,economy,EN
R_ZmIHEA1E3ZwLRwR,Les mesures sanitaires,FR-CA
R_ZmaX46GPdU2grUl,Fiduciary responsibility,EN
R_ZmhrHr8KVcpXRK1,Climate change,EN
R_Zmigt61oMI1g5lT,Climate/environment,EN
R_Zn3tQeJ7xdTuRJn,healthcare,EN
R_Zn6r1NFBPEu65ih,Equality,EN
R_ZpBRgE5tD8egXVn,L’économie,FR-CA
R_ZpXOTaO6heFTC6d,Assessing social welfare and inequity in Canada,EN
R_Zq98xHGCt7M8etj,Arrêter de dépenser l’argent des contribuables,FR-CA
R_ZqLnkFUSIJQLqEN,COVID,EN
R_ZqMzvaTsPcSKro5,personal choice,EN
R_ZqPdCw4INn17zUt,Care of Seniors,EN
R_ZqSIQ3BZ9TBJHVL,Climate change,EN
R_ZqVeQWrf6PZf1Tz,"Pandemic handling, Indigenous people, French domination in Quebec",EN
R_ZqVsF953Hrrmwtb,climate change,EN
R_ZquWcclqHShQB1L,COVID-19 recovery,EN
